ncbi_taxon_id,species,family_x,target_list_status,sequencing_status,aphia_id,url,scientificname,authority,status,rank,valid_aphia_id,valid_name,order,family_y,genus,is_marine,is_brackish,is_freshwater,is_terrestrial,is_extinct,binomial_emma,fb_match_count,example_author,example_subfamily,example_comments,length_median,length_min,length_max,weight_median,weight_min,weight_max,vulnerability_median,vulnerability_min,vulnerability_max
2609487,Acanthurus grammoptilus,Acanthuridae,long_list,-,272961,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272961,Acanthurus grammoptilus,"Richardson, 1843",accepted,Species,272961,Acanthurus grammoptilus,Acanthuriformes,Acanthuridae,Acanthurus,1,0,0,0,NA,Acanthurus grammoptilus,40,"Shaw, 1803",Acanthurinae,"Occurs in clear seaward reefs, usually in groups (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds on filamentous and small fleshy algae (Ref. 9267).  Monogamous (Ref. 52884).  Spine in caudal peduncle may be venomous.  Size of metamorphosis from postlarva stage to juvenile is 6 cm (Ref. 9267).  This species sometimes hybridizes with <i>A. nigricans</i> (Ref. 9808).",35.29999923706055,11,70,1966.5,620,5100,23.5,10,58.55
75013,Acanthurus guttatus,Acanthuridae,long_list,-,219650,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219650,Acanthurus guttatus,"Forster, 1801",accepted,Species,219650,Acanthurus guttatus,Acanthuriformes,Acanthuridae,Acanthurus,1,0,0,0,NA,Acanthurus guttatus,40,"Shaw, 1803",Acanthurinae,"Occurs in clear seaward reefs, usually in groups (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds on filamentous and small fleshy algae (Ref. 9267).  Monogamous (Ref. 52884).  Spine in caudal peduncle may be venomous.  Size of metamorphosis from postlarva stage to juvenile is 6 cm (Ref. 9267).  This species sometimes hybridizes with <i>A. nigricans</i> (Ref. 9808).",35.29999923706055,11,70,1966.5,620,5100,23.5,10,58.55
390296,Acanthurus japonicus,Acanthuridae,long_list,-,272962,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272962,Acanthurus japonicus,"(Schmidt, 1931)",accepted,Species,272962,Acanthurus japonicus,Acanthuriformes,Acanthuridae,Acanthurus,1,0,0,0,NA,Acanthurus japonicus,40,"Shaw, 1803",Acanthurinae,"Occurs in clear seaward reefs, usually in groups (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds on filamentous and small fleshy algae (Ref. 9267).  Monogamous (Ref. 52884).  Spine in caudal peduncle may be venomous.  Size of metamorphosis from postlarva stage to juvenile is 6 cm (Ref. 9267).  This species sometimes hybridizes with <i>A. nigricans</i> (Ref. 9808).",35.29999923706055,11,70,1966.5,620,5100,23.5,10,58.55
1316012,Acanthurus leucocheilus,Acanthuridae,long_list,-,219629,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219629,Acanthurus leucocheilus,"Herre, 1927",accepted,Species,219629,Acanthurus leucocheilus,Acanthuriformes,Acanthuridae,Acanthurus,1,0,0,0,NA,Acanthurus leucocheilus,40,"Shaw, 1803",Acanthurinae,"Occurs in clear seaward reefs, usually in groups (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds on filamentous and small fleshy algae (Ref. 9267).  Monogamous (Ref. 52884).  Spine in caudal peduncle may be venomous.  Size of metamorphosis from postlarva stage to juvenile is 6 cm (Ref. 9267).  This species sometimes hybridizes with <i>A. nigricans</i> (Ref. 9808).",35.29999923706055,11,70,1966.5,620,5100,23.5,10,58.55
1828454,Acanthurus leucopareius,Acanthuridae,long_list,-,219624,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219624,Acanthurus leucopareius,"(Jenkins, 1903)",accepted,Species,219624,Acanthurus leucopareius,Acanthuriformes,Acanthuridae,Acanthurus,1,0,0,0,NA,Acanthurus leucopareius,40,"Shaw, 1803",Acanthurinae,"Occurs in clear seaward reefs, usually in groups (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds on filamentous and small fleshy algae (Ref. 9267).  Monogamous (Ref. 52884).  Spine in caudal peduncle may be venomous.  Size of metamorphosis from postlarva stage to juvenile is 6 cm (Ref. 9267).  This species sometimes hybridizes with <i>A. nigricans</i> (Ref. 9808).",35.29999923706055,11,70,1966.5,620,5100,23.5,10,58.55
459747,Acanthurus leucosternon,Acanthuridae,long_list,-,219628,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219628,Acanthurus leucosternon,"Bennett, 1833",accepted,Species,219628,Acanthurus leucosternon,Acanthuriformes,Acanthuridae,Acanthurus,1,0,0,0,NA,Acanthurus leucosternon,40,"Shaw, 1803",Acanthurinae,"Occurs in clear seaward reefs, usually in groups (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds on filamentous and small fleshy algae (Ref. 9267).  Monogamous (Ref. 52884).  Spine in caudal peduncle may be venomous.  Size of metamorphosis from postlarva stage to juvenile is 6 cm (Ref. 9267).  This species sometimes hybridizes with <i>A. nigricans</i> (Ref. 9808).",35.29999923706055,11,70,1966.5,620,5100,23.5,10,58.55
483362,Acanthurus lineatus,Acanthuridae,long_list,-,159582,https://www.marinespecies.org/aphia.php?p=taxdetails&id=159582,Acanthurus lineatus,"(Linnaeus, 1758)",accepted,Species,159582,Acanthurus lineatus,Acanthuriformes,Acanthuridae,Acanthurus,1,0,0,0,NA,Acanthurus lineatus,40,"Shaw, 1803",Acanthurinae,"Occurs in clear seaward reefs, usually in groups (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds on filamentous and small fleshy algae (Ref. 9267).  Monogamous (Ref. 52884).  Spine in caudal peduncle may be venomous.  Size of metamorphosis from postlarva stage to juvenile is 6 cm (Ref. 9267).  This species sometimes hybridizes with <i>A. nigricans</i> (Ref. 9808).",35.29999923706055,11,70,1966.5,620,5100,23.5,10,58.55
2080250,Acanthurus maculiceps,Acanthuridae,long_list,-,272963,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272963,Acanthurus maculiceps,"(Ahl, 1923)",accepted,Species,272963,Acanthurus maculiceps,Acanthuriformes,Acanthuridae,Acanthurus,1,0,0,0,NA,Acanthurus maculiceps,40,"Shaw, 1803",Acanthurinae,"Occurs in clear seaward reefs, usually in groups (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds on filamentous and small fleshy algae (Ref. 9267).  Monogamous (Ref. 52884).  Spine in caudal peduncle may be venomous.  Size of metamorphosis from postlarva stage to juvenile is 6 cm (Ref. 9267).  This species sometimes hybridizes with <i>A. nigricans</i> (Ref. 9808).",35.29999923706055,11,70,1966.5,620,5100,23.5,10,58.55
175430,Acanthurus mata,Acanthuridae,long_list,-,219651,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219651,Acanthurus mata,"(Cuvier, 1829)",accepted,Species,219651,Acanthurus mata,Acanthuriformes,Acanthuridae,Acanthurus,1,0,0,0,NA,Acanthurus mata,40,"Shaw, 1803",Acanthurinae,"Occurs in clear seaward reefs, usually in groups (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds on filamentous and small fleshy algae (Ref. 9267).  Monogamous (Ref. 52884).  Spine in caudal peduncle may be venomous.  Size of metamorphosis from postlarva stage to juvenile is 6 cm (Ref. 9267).  This species sometimes hybridizes with <i>A. nigricans</i> (Ref. 9808).",35.29999923706055,11,70,1966.5,620,5100,23.5,10,58.55
927808,Acanthurus monroviae,Acanthuridae,long_list,-,126750,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126750,Acanthurus monroviae,"Steindachner, 1876",accepted,Species,126750,Acanthurus monroviae,Acanthuriformes,Acanthuridae,Acanthurus,1,1,0,0,NA,Acanthurus monroviae,40,"Shaw, 1803",Acanthurinae,"Occurs in clear seaward reefs, usually in groups (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds on filamentous and small fleshy algae (Ref. 9267).  Monogamous (Ref. 52884).  Spine in caudal peduncle may be venomous.  Size of metamorphosis from postlarva stage to juvenile is 6 cm (Ref. 9267).  This species sometimes hybridizes with <i>A. nigricans</i> (Ref. 9808).",35.29999923706055,11,70,1966.5,620,5100,23.5,10,58.55
175431,Acanthurus nigricans,Acanthuridae,long_list,data_generation,219638,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219638,Acanthurus nigricans,"(Linnaeus, 1758)",accepted,Species,219638,Acanthurus nigricans,Acanthuriformes,Acanthuridae,Acanthurus,1,0,0,0,NA,Acanthurus nigricans,40,"Shaw, 1803",Acanthurinae,"Occurs in clear seaward reefs, usually in groups (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds on filamentous and small fleshy algae (Ref. 9267).  Monogamous (Ref. 52884).  Spine in caudal peduncle may be venomous.  Size of metamorphosis from postlarva stage to juvenile is 6 cm (Ref. 9267).  This species sometimes hybridizes with <i>A. nigricans</i> (Ref. 9808).",35.29999923706055,11,70,1966.5,620,5100,23.5,10,58.55
753644,Acanthurus nigricauda,Acanthuridae,long_list,-,219626,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219626,Acanthurus nigricauda,"Duncker & Mohr, 1929",accepted,Species,219626,Acanthurus nigricauda,Acanthuriformes,Acanthuridae,Acanthurus,1,1,0,0,NA,Acanthurus nigricauda,40,"Shaw, 1803",Acanthurinae,"Occurs in clear seaward reefs, usually in groups (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds on filamentous and small fleshy algae (Ref. 9267).  Monogamous (Ref. 52884).  Spine in caudal peduncle may be venomous.  Size of metamorphosis from postlarva stage to juvenile is 6 cm (Ref. 9267).  This species sometimes hybridizes with <i>A. nigricans</i> (Ref. 9808).",35.29999923706055,11,70,1966.5,620,5100,23.5,10,58.55
12913,Acanthurus nigrofuscus,Acanthuridae,long_list,-,219640,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219640,Acanthurus nigrofuscus,"(Forsskål, 1775)",accepted,Species,219640,Acanthurus nigrofuscus,Acanthuriformes,Acanthuridae,Acanthurus,1,0,0,0,NA,Acanthurus nigrofuscus,40,"Shaw, 1803",Acanthurinae,"Occurs in clear seaward reefs, usually in groups (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds on filamentous and small fleshy algae (Ref. 9267).  Monogamous (Ref. 52884).  Spine in caudal peduncle may be venomous.  Size of metamorphosis from postlarva stage to juvenile is 6 cm (Ref. 9267).  This species sometimes hybridizes with <i>A. nigricans</i> (Ref. 9808).",35.29999923706055,11,70,1966.5,620,5100,23.5,10,58.55
175432,Acanthurus nigroris,Acanthuridae,long_list,-,219642,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219642,Acanthurus nigroris,"Valenciennes, 1835",accepted,Species,219642,Acanthurus nigroris,Acanthuriformes,Acanthuridae,Acanthurus,1,0,0,0,NA,Acanthurus nigroris,40,"Shaw, 1803",Acanthurinae,"Occurs in clear seaward reefs, usually in groups (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds on filamentous and small fleshy algae (Ref. 9267).  Monogamous (Ref. 52884).  Spine in caudal peduncle may be venomous.  Size of metamorphosis from postlarva stage to juvenile is 6 cm (Ref. 9267).  This species sometimes hybridizes with <i>A. nigricans</i> (Ref. 9808).",35.29999923706055,11,70,1966.5,620,5100,23.5,10,58.55
238052,Acanthurus nubilus,Acanthuridae,long_list,-,272964,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272964,Acanthurus nubilus,"(Fowler & Bean, 1929)",accepted,Species,272964,Acanthurus nubilus,Acanthuriformes,Acanthuridae,Acanthurus,1,0,0,0,NA,Acanthurus nubilus,40,"Shaw, 1803",Acanthurinae,"Occurs in clear seaward reefs, usually in groups (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds on filamentous and small fleshy algae (Ref. 9267).  Monogamous (Ref. 52884).  Spine in caudal peduncle may be venomous.  Size of metamorphosis from postlarva stage to juvenile is 6 cm (Ref. 9267).  This species sometimes hybridizes with <i>A. nigricans</i> (Ref. 9808).",35.29999923706055,11,70,1966.5,620,5100,23.5,10,58.55
238053,Acanthurus olivaceus,Acanthuridae,long_list,-,219625,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219625,Acanthurus olivaceus,"Bloch & Schneider, 1801",accepted,Species,219625,Acanthurus olivaceus,Acanthuriformes,Acanthuridae,Acanthurus,1,0,0,0,NA,Acanthurus olivaceus,40,"Shaw, 1803",Acanthurinae,"Occurs in clear seaward reefs, usually in groups (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds on filamentous and small fleshy algae (Ref. 9267).  Monogamous (Ref. 52884).  Spine in caudal peduncle may be venomous.  Size of metamorphosis from postlarva stage to juvenile is 6 cm (Ref. 9267).  This species sometimes hybridizes with <i>A. nigricans</i> (Ref. 9808).",35.29999923706055,11,70,1966.5,620,5100,23.5,10,58.55
1146949,Acanthurus polyzona,Acanthuridae,long_list,-,219652,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219652,Acanthurus polyzona,"(Bleeker, 1868)",accepted,Species,219652,Acanthurus polyzona,Acanthuriformes,Acanthuridae,Acanthurus,1,0,0,0,NA,Acanthurus polyzona,40,"Shaw, 1803",Acanthurinae,"Occurs in clear seaward reefs, usually in groups (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds on filamentous and small fleshy algae (Ref. 9267).  Monogamous (Ref. 52884).  Spine in caudal peduncle may be venomous.  Size of metamorphosis from postlarva stage to juvenile is 6 cm (Ref. 9267).  This species sometimes hybridizes with <i>A. nigricans</i> (Ref. 9808).",35.29999923706055,11,70,1966.5,620,5100,23.5,10,58.55
175433,Acanthurus pyroferus,Acanthuridae,long_list,-,219648,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219648,Acanthurus pyroferus,"Kittlitz, 1834",accepted,Species,219648,Acanthurus pyroferus,Acanthuriformes,Acanthuridae,Acanthurus,1,0,0,0,NA,Acanthurus pyroferus,40,"Shaw, 1803",Acanthurinae,"Occurs in clear seaward reefs, usually in groups (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds on filamentous and small fleshy algae (Ref. 9267).  Monogamous (Ref. 52884).  Spine in caudal peduncle may be venomous.  Size of metamorphosis from postlarva stage to juvenile is 6 cm (Ref. 9267).  This species sometimes hybridizes with <i>A. nigricans</i> (Ref. 9808).",35.29999923706055,11,70,1966.5,620,5100,23.5,10,58.55
1567455,Acanthurus reversus,Acanthuridae,long_list,-,272966,https://www.marinespecies.org/aphia.php?p=taxdetails&id=272966,Acanthurus reversus,"Randall & Earle, 1999",accepted,Species,272966,Acanthurus reversus,Acanthuriformes,Acanthuridae,Acanthurus,1,0,0,0,NA,Acanthurus reversus,40,"Shaw, 1803",Acanthurinae,"Occurs in clear seaward reefs, usually in groups (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds on filamentous and small fleshy algae (Ref. 9267).  Monogamous (Ref. 52884).  Spine in caudal peduncle may be venomous.  Size of metamorphosis from postlarva stage to juvenile is 6 cm (Ref. 9267).  This species sometimes hybridizes with <i>A. nigricans</i> (Ref. 9808).",35.29999923706055,11,70,1966.5,620,5100,23.5,10,58.55
1484167,Acanthurus sohal,Acanthuridae,long_list,-,219649,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219649,Acanthurus sohal,"(Forsskål, 1775)",accepted,Species,219649,Acanthurus sohal,Acanthuriformes,Acanthuridae,Acanthurus,1,0,0,0,NA,Acanthurus sohal,40,"Shaw, 1803",Acanthurinae,"Occurs in clear seaward reefs, usually in groups (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds on filamentous and small fleshy algae (Ref. 9267).  Monogamous (Ref. 52884).  Spine in caudal peduncle may be venomous.  Size of metamorphosis from postlarva stage to juvenile is 6 cm (Ref. 9267).  This species sometimes hybridizes with <i>A. nigricans</i> (Ref. 9808).",35.29999923706055,11,70,1966.5,620,5100,23.5,10,58.55
586769,Acanthurus tennentii,Acanthuridae,long_list,-,219632,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219632,Acanthurus tennentii,"Günther, 1861",accepted,Species,219632,Acanthurus tennentii,Acanthuriformes,Acanthuridae,Acanthurus,1,0,0,0,NA,Acanthurus tennentii,40,"Shaw, 1803",Acanthurinae,"Occurs in clear seaward reefs, usually in groups (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds on filamentous and small fleshy algae (Ref. 9267).  Monogamous (Ref. 52884).  Spine in caudal peduncle may be venomous.  Size of metamorphosis from postlarva stage to juvenile is 6 cm (Ref. 9267).  This species sometimes hybridizes with <i>A. nigricans</i> (Ref. 9808).",35.29999923706055,11,70,1966.5,620,5100,23.5,10,58.55
175434,Acanthurus thompsoni,Acanthuridae,long_list,-,219646,https://www.marinespecies.org/aphia.php?p=taxdetails&id=219646,Acanthurus thompsoni,"(Fowler, 1923)",accepted,Species,219646,Acanthurus thompsoni,Acanthuriformes,Acanthuridae,Acanthurus,1,1,0,0,NA,Acanthurus thompsoni,40,"Shaw, 1803",Acanthurinae,"Occurs in clear seaward reefs, usually in groups (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds on filamentous and small fleshy algae (Ref. 9267).  Monogamous (Ref. 52884).  Spine in caudal peduncle may be venomous.  Size of metamorphosis from postlarva stage to juvenile is 6 cm (Ref. 9267).  This species sometimes hybridizes with <i>A. nigricans</i> (Ref. 9808).",35.29999923706055,11,70,1966.5,620,5100,23.5,10,58.55
1316013,Acanthurus tractus,Acanthuridae,long_list,-,301914,https://www.marinespecies.org/aphia.php?p=taxdetails&id=301914,Acanthurus tractus,"Poey, 1860",accepted,Species,301914,Acanthurus tractus,Acanthuriformes,Acanthuridae,Acanthurus,1,0,0,0,NA,Acanthurus tractus,40,"Shaw, 1803",Acanthurinae,"Occurs in clear seaward reefs, usually in groups (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds on filamentous and small fleshy algae (Ref. 9267).  Monogamous (Ref. 52884).  Spine in caudal peduncle may be venomous.  Size of metamorphosis from postlarva stage to juvenile is 6 cm (Ref. 9267).  This species sometimes hybridizes with <i>A. nigricans</i> (Ref. 9808).",35.29999923706055,11,70,1966.5,620,5100,23.5,10,58.55
